run_id,timestamp,epoch,global_step,split,pest,coco_mAP_0.5_0.95,coco_mAP_0.5,coco_mAP_0.75,coco_AP_small,coco_AR_max1,coco_AR_max10,coco_AR_max100,coco_AR_small,detection_rate,false_positive_rate,precision,recall,f1,tp,fp,fn,fp_frames,tn_frames,detection_rate_pass,fpr_pass,fp_threshold,fp_num_examples,fp_positive_examples,fp_negative_examples,fp_precision,fp_recall,fp_f1,fp_auroc,fp_aupr,eval_threshold,postprocess_threshold,learning_rate,batch_size,weight_decay,freeze_backbone,partial_freeze,freeze_strategy,augment,foe,epochs_requested,model_base,backbone,activation_function,activation_dropout,attention_dropout,dropout,num_queries,d_model,encoder_layers,decoder_layers,encoder_attention_heads,decoder_attention_heads,auxiliary_loss,device_type,torch_version
run_d6ec9003,20260407_044650,1,4479,test,rat,,,,,,,,,,,0.9828,0.9661,0.9744,114,2,4,,,,,0.5,300,94,206,1.0,0.9787,0.9892,0.9894,0.9854,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,1,4479,test,cockroach,,,,,,,,,,,0.0,0.0,0.0,0,0,260,,,,,0.5,300,176,124,0.0,0.0,0.0,0.5,0.5867,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,2,8958,train,all,0.501,0.6499,0.6345,0.5078,0.4497,0.5266,0.5266,0.5152,0.4914,0.0,0.9871,0.4914,0.6562,229,3,237,0.0,67.0,False,True,0.5,300,233,67,1.0,0.7253,0.8408,0.8627,0.9387,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,2,8958,train,mouse,,,,,,,,,,,0.993,0.9724,0.9826,141,1,4,,,,,0.5,300,111,189,1.0,1.0,1.0,1.0,1.0,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,2,8958,train,rat,,,,,,,,,,,0.9778,0.9888,0.9832,88,2,1,,,,,0.5,300,81,219,1.0,0.9877,0.9938,0.9938,0.991,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,2,8958,train,cockroach,,,,,,,,,,,0.0,0.0,0.0,0,0,232,,,,,0.5,300,145,155,0.0,0.0,0.0,0.5,0.4833,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,2,8958,val,all,0.5113,0.6601,0.6443,0.4928,0.4276,0.5363,0.5363,0.5058,0.5121,0.0,0.9915,0.5121,0.6754,233,2,222,0.0,71.0,False,True,0.5,300,229,71,1.0,0.6507,0.7884,0.8253,0.9173,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,2,8958,val,mouse,,,,,,,,,,,0.9852,0.9852,0.9852,133,2,2,,,,,0.5,300,103,197,1.0,0.9903,0.9951,0.9951,0.9936,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,2,8958,val,rat,,,,,,,,,,,1.0,1.0,1.0,100,0,0,,,,,0.5,300,82,218,1.0,1.0,1.0,1.0,1.0,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,2,8958,val,cockroach,,,,,,,,,,,0.0,0.0,0.0,0,0,220,,,,,0.5,300,164,136,0.0,0.0,0.0,0.5,0.5467,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,2,8958,test,all,0.4804,0.6631,0.6169,0.4857,0.4054,0.5135,0.5135,0.4924,0.4509,0.0,0.9758,0.4509,0.6168,202,5,246,0.0,84.0,False,True,0.5,300,216,84,1.0,0.6343,0.7762,0.8171,0.8976,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,2,8958,test,mouse,,,,,,,,,,,0.9844,0.9844,0.9844,126,2,2,,,,,0.5,300,98,202,1.0,1.0,1.0,1.0,1.0,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,2,8958,test,rat,,,,,,,,,,,0.962,1.0,0.9806,76,3,0,,,,,0.5,300,62,238,1.0,1.0,1.0,1.0,1.0,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,2,8958,test,cockroach,,,,,,,,,,,0.0,0.0,0.0,0,0,244,,,,,0.5,300,158,142,0.0,0.0,0.0,0.5,0.5267,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,3,13437,train,all,0.5148,0.6667,0.6625,0.4924,0.4111,0.5396,0.5396,0.4975,0.5408,0.0,0.9684,0.5408,0.6941,245,8,208,0.0,73.0,False,True,0.5,300,227,73,1.0,0.7137,0.8329,0.8568,0.9303,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,3,13437,train,mouse,,,,,,,,,,,0.9675,1.0,0.9835,149,5,0,,,,,0.5,300,113,187,1.0,1.0,1.0,1.0,1.0,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,3,13437,train,rat,,,,,,,,,,,0.9697,1.0,0.9846,96,3,0,,,,,0.5,300,72,228,1.0,1.0,1.0,1.0,1.0,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,3,13437,train,cockroach,,,,,,,,,,,0.0,0.0,0.0,0,0,208,,,,,0.5,300,150,150,0.0,0.0,0.0,0.5,0.5,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,3,13437,val,all,0.5016,0.6631,0.6519,0.4829,0.4249,0.531,0.531,0.497,0.4916,0.0,0.9631,0.4916,0.651,235,9,243,0.0,76.0,False,True,0.5,300,224,76,1.0,0.6786,0.8085,0.8393,0.9186,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,3,13437,val,mouse,,,,,,,,,,,0.9851,0.9925,0.9888,132,2,1,,,,,0.5,300,103,197,1.0,0.9903,0.9951,0.9951,0.9936,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,3,13437,val,rat,,,,,,,,,,,0.9364,1.0,0.9671,103,7,0,,,,,0.5,300,85,215,1.0,1.0,1.0,1.0,1.0,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,3,13437,val,cockroach,,,,,,,,,,,0.0,0.0,0.0,0,0,242,,,,,0.5,300,165,135,0.0,0.0,0.0,0.5,0.55,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,3,13437,test,all,0.4943,0.6565,0.6311,0.4835,0.421,0.5267,0.5267,0.4881,0.4779,0.0,0.9114,0.4779,0.627,216,21,236,0.0,70.0,False,True,0.5,300,230,70,1.0,0.6261,0.7701,0.813,0.9128,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,3,13437,test,mouse,,,,,,,,,,,0.9728,0.9795,0.9761,143,4,3,,,,,0.5,300,106,194,1.0,0.9811,0.9905,0.9906,0.9878,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,3,13437,test,rat,,,,,,,,,,,0.8111,1.0,0.8957,73,17,0,,,,,0.5,300,63,237,1.0,1.0,1.0,1.0,1.0,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,3,13437,test,cockroach,,,,,,,,,,,0.0,0.0,0.0,0,0,233,,,,,0.5,300,166,134,0.0,0.0,0.0,0.5,0.5533,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,4,17916,train,all,0.5312,0.6601,0.6601,0.5166,0.4768,0.5626,0.5626,0.5278,0.4759,0.0,1.0,0.4759,0.6449,227,0,250,0.0,75.0,False,True,0.5,300,225,75,1.0,0.7244,0.8402,0.8622,0.9311,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,4,17916,train,mouse,,,,,,,,,,,1.0,1.0,1.0,136,0,0,,,,,0.5,300,116,184,1.0,1.0,1.0,1.0,1.0,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,4,17916,train,rat,,,,,,,,,,,1.0,0.9891,0.9945,91,0,1,,,,,0.5,300,77,223,1.0,1.0,1.0,1.0,1.0,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,4,17916,train,cockroach,,,,,,,,,,,0.0,0.0,0.0,0,0,249,,,,,0.5,300,162,138,0.0,0.0,0.0,0.5,0.54,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,4,17916,val,all,0.5422,0.6666,0.659,0.5014,0.4704,0.5668,0.5668,0.5121,0.4785,0.0,0.9814,0.4785,0.6433,211,4,230,0.0,72.0,False,True,0.5,300,228,72,1.0,0.6316,0.7742,0.8158,0.9116,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,4,17916,val,mouse,,,,,,,,,,,0.9821,1.0,0.991,110,2,0,,,,,0.5,300,92,208,1.0,1.0,1.0,1.0,1.0,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,4,17916,val,rat,,,,,,,,,,,0.9806,1.0,0.9902,101,2,0,,,,,0.5,300,83,217,1.0,1.0,1.0,1.0,1.0,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,4,17916,val,cockroach,,,,,,,,,,,0.0,0.0,0.0,0,0,230,,,,,0.5,300,163,137,0.0,0.0,0.0,0.5,0.5433,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,4,17916,test,all,0.5189,0.6597,0.6189,0.5095,0.4304,0.5503,0.5503,0.5186,0.5136,0.0,0.9647,0.5136,0.6703,246,9,233,0.0,67.0,False,True,0.5,300,233,67,1.0,0.6824,0.8112,0.8412,0.9291,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,4,17916,test,mouse,,,,,,,,,,,0.9937,1.0,0.9968,157,1,0,,,,,0.5,300,121,179,1.0,1.0,1.0,1.0,1.0,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,4,17916,test,rat,,,,,,,,,,,0.9175,0.9889,0.9519,89,8,1,,,,,0.5,300,70,230,1.0,1.0,1.0,1.0,1.0,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,4,17916,test,cockroach,,,,,,,,,,,0.0,0.0,0.0,0,0,232,,,,,0.5,300,163,137,0.0,0.0,0.0,0.5,0.5433,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,5,22395,train,all,0.5359,0.6667,0.6497,0.54,0.4424,0.5585,0.5585,0.5592,0.4782,0.0,1.0,0.4782,0.647,219,0,239,0.0,80.0,False,True,0.5,300,220,80,1.0,0.6545,0.7912,0.8273,0.9079,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,5,22395,train,mouse,,,,,,,,,,,1.0,1.0,1.0,128,0,0,,,,,0.5,300,97,203,1.0,1.0,1.0,1.0,1.0,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,5,22395,train,rat,,,,,,,,,,,1.0,0.9891,0.9945,91,0,1,,,,,0.5,300,75,225,1.0,1.0,1.0,1.0,1.0,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,5,22395,train,cockroach,,,,,,,,,,,0.0,0.0,0.0,0,0,238,,,,,0.5,300,165,135,0.0,0.0,0.0,0.5,0.55,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,5,22395,val,all,0.5305,0.6667,0.6468,0.5112,0.4503,0.5553,0.5553,0.5333,0.5041,0.0,0.9723,0.5041,0.664,246,7,242,0.0,65.0,False,True,0.5,300,235,65,1.0,0.6681,0.801,0.834,0.9281,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,5,22395,val,mouse,,,,,,,,,,,0.98,1.0,0.9899,147,3,0,,,,,0.5,300,118,182,1.0,1.0,1.0,1.0,1.0,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,5,22395,val,rat,,,,,,,,,,,0.9612,1.0,0.9802,99,4,0,,,,,0.5,300,81,219,1.0,1.0,1.0,1.0,1.0,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,5,22395,val,cockroach,,,,,,,,,,,0.0,0.0,0.0,0,0,242,,,,,0.5,300,167,133,0.0,0.0,0.0,0.5,0.5567,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,5,22395,test,all,0.4981,0.6568,0.5852,0.5317,0.413,0.5341,0.5341,0.5431,0.4852,0.0,0.9622,0.4852,0.6451,229,9,243,0.0,73.0,False,True,0.5,300,227,73,1.0,0.6564,0.7926,0.8282,0.9164,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,5,22395,test,mouse,,,,,,,,,,,0.9866,0.9932,0.9899,147,2,1,,,,,0.5,300,103,197,1.0,1.0,1.0,1.0,1.0,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,5,22395,test,rat,,,,,,,,,,,0.9213,0.988,0.9535,82,7,1,,,,,0.5,300,69,231,1.0,0.9855,0.9927,0.9928,0.9888,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,5,22395,test,cockroach,,,,,,,,,,,0.0,0.0,0.0,0,0,241,,,,,0.5,300,163,137,0.0,0.0,0.0,0.5,0.5433,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,6,26874,train,all,0.5775,0.6661,0.6653,0.5636,0.48,0.5983,0.5983,0.5697,0.4877,0.0,0.9673,0.4877,0.6484,237,8,249,0.0,72.0,False,True,0.5,300,228,72,1.0,0.6711,0.8031,0.8355,0.9211,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,6,26874,train,mouse,,,,,,,,,,,0.98,1.0,0.9899,147,3,0,,,,,0.5,300,109,191,1.0,1.0,1.0,1.0,1.0,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,6,26874,train,rat,,,,,,,,,,,0.9474,0.989,0.9677,90,5,1,,,,,0.5,300,78,222,1.0,1.0,1.0,1.0,1.0,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,6,26874,train,cockroach,,,,,,,,,,,0.0,0.0,0.0,0,0,248,,,,,0.5,300,168,132,0.0,0.0,0.0,0.5,0.56,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
run_d6ec9003,20260407_044650,6,26874,val,all,0.5723,0.6666,0.6666,0.5614,0.4889,0.5936,0.5936,0.5714,0.504,0.0,0.9921,0.504,0.6684,250,2,246,0.0,66.0,False,True,0.5,300,234,66,1.0,0.7094,0.83,0.8547,0.9361,0.5,,5e-05,16,0.0001,False,2,partial_2stages,False,1.0,15,facebook/detr-resnet-50,resnet50,relu,0.0,0.0,0.1,100,256,6,6,8,8,False,cuda,2.6.0+cu126
